URLTilemap,AnchoMapa,AltoMapa,AnchoTile,AltoTile,TileID,Colision
assets/tilesX2.png,800,600,32,32,funLevelEditor,v0
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,46,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,45,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,104,true
"",,,,,105,true
"",,,,,105,true
"",,,,,44,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,105,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,105,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,106,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,48,true
"",,,,,33,true
"",,,,,32,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,44,true
"",,,,,20,true
"",,,,,33,true
"",,,,,31,true
"",,,,,32,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,47,true
"",,,,,20,true
"",,,,,21,false
"",,,,,22,false
"",,,,,33,true
"",,,,,31,true
"",,,,,32,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,44,true
"",,,,,20,true
"",,,,,21,false
"",,,,,21,false
"",,,,,21,false
"",,,,,22,false
"",,,,,33,true
"",,,,,31,true
"",,,,,32,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,45,true
